,BookID,Price,DiscountPercentage,Exists,EarliestDeliveryDate
13460,67984,48000,-1,False,---
13461,57301,450000,-1,False,---
13462,84204,45000,-1,False,---
13463,40787,390000,20,True,9 مهر
13464,50917,15000,-1,False,---
13465,81378,14000,-1,False,---
13466,42814,15000,-1,False,---
13467,74793,114000,-1,False,---
13468,47918,10000,-1,False,---
13469,69961,150000,-1,False,---
13470,72545,60000,-1,False,---
13471,67988,72000,-1,False,---
13472,37980,57000,-1,False,---
13473,35730,180000,-1,False,---
13474,60798,290000,30,True,12 مهر
13475,65719,240000,-1,False,---
13477,63421,49000,-1,False,---
13478,33041,7500,-1,False,---
13479,54020,29000,-1,False,---
13480,57303,250000,-1,False,---
13481,84206,30000,-1,False,---
13482,37984,4500,-1,False,---
13483,69962,7000,-1,False,---
13484,47921,35000,-1,False,---
13485,40788,27500,-1,False,---
13486,65721,98000,-1,False,---
13487,67989,160000,-1,False,---
13488,74800,65000,-1,False,---
13489,57304,22000,-1,False,---
13490,35731,66000,-1,False,---
13491,81379,14000,-1,False,---
13493,60800,10000,-1,False,---
13494,50918,19500,-1,False,---
13495,42816,15000,-1,False,---
13496,33065,25000,-1,False,---
13497,54021,22000,-1,False,---
13498,84208,30000,-1,False,---
13499,37994,25000,-1,False,---
13500,63422,49000,-1,False,---
13501,69965,150000,-1,False,---
13502,65722,72000,-1,False,---
13503,40791,44000,-1,False,---
13504,47922,35000,-1,False,---
13505,74805,40000,-1,False,---
13506,57305,30000,-1,False,---
13507,35737,150000,-1,False,---
13508,54022,210000,-1,False,---
13509,37995,55000,-1,False,---
13510,72561,40000,-1,False,---
13512,63423,119000,-1,False,---
13513,84212,60000,-1,False,---
13514,33091,40000,30,True,12 مهر
13515,67992,72000,-1,False,---
13516,69969,65000,-1,False,---
13517,42817,15000,-1,False,---
13518,60801,25000,-1,False,---
13519,81380,14000,-1,False,---
13520,50925,65000,-1,False,---
13521,65724,98000,-1,False,---
13522,40794,16000,-1,False,---
13523,47928,20000,-1,False,---
13524,57324,32000,-1,False,---
13526,35738,4000,-1,False,---
13527,37999,50000,-1,False,---
13528,72570,70000,-1,False,---
13529,76206,35000,-1,False,---
13530,54023,39500,-1,False,---
13531,63424,79000,-1,False,---
13533,60803,35000,-1,False,---
13534,33093,40000,30,True,12 مهر
13535,84216,980000,-1,False,---
13536,50927,70000,-1,False,---
13537,47935,2500,-1,False,---
13538,42819,15000,-1,False,---
13539,67993,11000,-1,False,---
13540,40798,20000,-1,False,---
13541,65725,98000,-1,False,---
13542,38000,35000,-1,False,---
13543,81383,18000,-1,False,---
13544,35739,45000,-1,False,---
13545,57325,20000,-1,False,---
13548,72571,95000,-1,False,---
13549,63426,219000,-1,False,---
13550,54026,210000,-1,False,---
13551,60804,18000,-1,False,---
13552,47936,100000,-1,False,---
13553,45367,40500,-1,False,---
13554,69987,250000,-1,False,---
13555,84217,1100000,-1,False,---
13556,33123,220000,-1,False,---
13557,65732,48000,-1,False,---
13558,42820,6500,-1,False,---
13559,67994,90000,-1,False,---
13560,50934,18000,-1,False,---
13561,81384,18000,-1,False,---
13562,57329,48000,-1,False,---
13564,40800,140000,-1,False,---
13565,63430,35000,-1,False,---
13566,38001,220000,-1,False,---
13567,35746,18000,-1,False,---
13568,54028,9000,-1,False,---
13570,72572,115000,-1,False,---
13571,60805,100000,-1,False,---
13572,47938,25000,-1,False,---
13573,84218,50000,-1,False,---
13574,69990,44000,-1,False,---
13575,45369,4850,-1,False,---
13577,92846,67500,30,True,9 مهر
13578,40801,3800,-1,False,---
13579,33124,860000,-1,False,---
13580,65734,180000,-1,False,---
13581,42821,15000,-1,False,---
13582,57344,80000,-1,False,---
13583,54029,4200,-1,False,---
13584,86787,235000,20,True,10 مهر
13585,63443,190000,-1,False,---
13586,67997,100000,-1,False,---
13587,86368,32000,-1,False,---
13588,50943,30000,-1,False,---
13589,72575,200000,-1,False,---
13590,60812,22000,-1,False,---
13591,35757,7500,-1,False,---
13593,38002,70000,-1,False,---
13594,47940,6000,-1,False,---
13595,81385,18000,-1,False,---
13596,84219,680000,-1,False,---
13597,76216,50000,-1,False,---
13598,45372,100000,-1,False,---
13600,40808,18500,-1,False,---
13601,33138,20000,-1,False,---
13602,54033,40000,-1,False,---
13603,42822,15000,-1,False,---
13604,60813,25000,-1,False,---
13605,57392,7500,-1,False,---
13606,81386,55000,-1,False,---
13607,47945,20000,-1,False,---
13608,76242,4500,-1,False,---
13609,72577,125000,-1,False,---
13610,65737,48000,-1,False,---
13611,69997,1850000,-1,False,---
13612,67998,48000,-1,False,---
13613,50969,25000,-1,False,---
13615,38006,96000,-1,False,---
13616,40810,5500,-1,False,---
13617,63444,169000,-1,False,---
13618,45373,34500,-1,False,---
13619,84220,880000,-1,False,---
13620,33144,30000,-1,False,---
13621,54036,11000,-1,False,---
13622,42823,15000,-1,False,---
13623,60814,131000,-1,False,---
13624,47948,10000,-1,False,---
13625,81387,100000,-1,False,---
13626,84221,820000,-1,False,---
13627,38009,65000,-1,False,---
13628,72580,115000,-1,False,---
13630,76245,6000,-1,False,---
13631,67999,72000,-1,False,---
13632,50971,62000,-1,False,---
13633,45374,150000,-1,False,---
13634,69998,35000,-1,False,---
13635,40813,25000,-1,False,---
13636,57398,230000,-1,False,---
13637,65738,350000,-1,False,---
13638,63450,185000,-1,False,---
13639,33145,50000,-1,False,---
13640,54037,10000,-1,False,---
13641,42824,15000,-1,False,---
13642,60815,8000,-1,False,---
13643,81391,65000,-1,False,---
13644,47949,10000,-1,False,---
13645,84222,55000,-1,False,---
13646,38010,12000,-1,False,---
13647,76249,12000,-1,False,---
13648,70003,150000,-1,False,---
13649,68000,26000,-1,False,---
13650,45376,80000,-1,False,---
13651,72582,450000,-1,False,---
13653,40814,8500,-1,False,---
13654,60818,70000,-1,False,---
13655,51030,98000,-1,False,---
13656,54076,200000,-1,False,---
13657,42825,15000,-1,False,---
13658,63455,40000,-1,False,---
13659,57402,65000,-1,False,---
13660,47950,10000,-1,False,---
13661,65739,48000,-1,False,---
13662,33152,58000,-1,False,---
13663,81392,65000,-1,False,---
13664,38011,9000,-1,False,---
13665,84223,680000,-1,False,---
13666,70009,110000,-1,False,---
13667,76251,38000,-1,False,---
13668,45399,17000,-1,False,---
13669,54077,12000,-1,False,---
13670,74844,35000,-1,False,---
13671,60820,140000,-1,False,---
13672,40815,2900,-1,False,---
13673,72584,160000,-1,False,---
13674,51034,71000,-1,False,---
13675,81396,195000,-1,False,---
13676,47951,10000,-1,False,---
13677,70010,10000,-1,False,---
13678,63461,450000,-1,False,---
13679,76254,15000,-1,False,---
13680,68001,72000,-1,False,---
13681,38012,15000,-1,False,---
13682,42826,15000,-1,False,---
13683,57411,88000,-1,False,---
13684,84229,110000,-1,False,---
13685,115497,280000,-1,False,---
13686,33156,24000,-1,False,---
13687,65743,98000,-1,False,---
13688,54078,50000,-1,False,---
13690,45412,50000,-1,False,---
13691,60821,12000,-1,False,---
13692,40817,12500,-1,False,---
13693,72585,170000,-1,False,---
13694,51045,125000,-1,False,---
13695,81410,60000,-1,False,---
13696,47952,10000,-1,False,---
13697,70011,300000,-1,False,---
13698,63468,300000,-1,False,---
13699,76255,11000,-1,False,---
13700,38013,9500,-1,False,---
13702,42827,15000,-1,False,---
13703,65745,280000,-1,False,---
13704,54082,50000,-1,False,---
13705,68002,72000,-1,False,---
13706,84240,50000,-1,False,---
13707,57442,200000,-1,False,---
13708,82851,250000,-1,False,---
13709,72589,135000,-1,False,---
13710,33167,84000,-1,False,---
13711,45413,165000,-1,False,---
13712,60822,4000,-1,False,---
13713,40819,33000,-1,False,---
13714,51048,65000,-1,False,---
13715,70012,15000,-1,False,---
13716,81427,126000,-1,False,---
13717,63480,150000,-1,False,---
13718,47953,10000,-1,False,---
13719,38017,50000,-1,False,---
13720,76258,11000,-1,False,---
13721,68006,98000,-1,False,---
13723,42828,15000,-1,False,---
13724,65746,220000,-1,False,---
13725,54084,50000,-1,False,---
13726,57460,12000,-1,False,---
13727,45415,9000,-1,False,---
13728,40823,25000,-1,False,---
13729,84242,40000,-1,False,---
13730,60833,15000,-1,False,---
13731,81462,22000,-1,False,---
13732,72591,250000,-1,False,---
13733,72729,250000,-1,False,---
13734,70027,68000,-1,False,---
13735,33168,84000,-1,False,---
13736,51051,65000,-1,False,---
13737,47954,10000,-1,False,---
13738,63491,79000,-1,False,---
13740,76262,4200,-1,False,---
13741,68007,84000,-1,False,---
13742,38023,60000,-1,False,---
13743,42829,15000,-1,False,---
13744,54085,50000,-1,False,---
13745,65747,68000,-1,False,---
13746,33180,75000,-1,False,---
13747,57465,350000,-1,False,---
13748,47955,10000,-1,False,---
13749,81463,6000,-1,False,---
13750,60851,52000,-1,False,---
13751,40827,35000,-1,False,---
13752,45418,24000,-1,False,---
13753,84244,65000,-1,False,---
13754,76263,6500,-1,False,---
13755,72592,120000,-1,False,---
13756,51054,10000,-1,False,---
13757,38024,60000,-1,False,---
13758,68011,130000,-1,False,---
13759,70036,150000,-1,False,---
13761,63492,339000,-1,False,---
13762,42830,15000,-1,False,---
13763,54086,50000,-1,False,---
13764,57468,500000,-1,False,---
13765,33185,95000,-1,False,---
13766,65748,98000,-1,False,---
13767,60867,95000,-1,False,---
13768,84248,25000,-1,False,---
13769,81467,49000,-1,False,---
13770,40828,20000,-1,False,---
13771,47957,10000,-1,False,---
13774,38026,60000,-1,False,---
13776,42831,15000,-1,False,---
13777,72595,13000,-1,False,---
13778,65749,72000,-1,False,---
13779,63493,79000,-1,False,---
13780,54088,50000,-1,False,---
13781,45420,140000,-1,False,---
13782,70043,25000,-1,False,---
13783,51063,3000,-1,False,---
13784,43141,55000,20,True,10 مهر
13785,76798,75000,25,True,12 مهر
13786,33188,55000,-1,False,---
13787,68012,130000,-1,False,---
13788,60869,5000,-1,False,---
13789,81469,30000,-1,False,---
13791,84259,38000,-1,False,---
13792,38031,40000,-1,False,---
13794,40831,50000,-1,False,---
13795,47958,10000,-1,False,---
13796,68014,12000,-1,False,---
13797,63494,79000,-1,False,---
13798,65774,44000,-1,False,---
13799,54090,39000,-1,False,---
13800,45435,27000,-1,False,---
13801,70045,32000,-1,False,---
13803,51064,45000,-1,False,---
13804,42832,15000,-1,False,---
13805,72597,90000,-1,False,---
13806,81470,32000,-1,False,---
13807,33207,2200,-1,False,---
13808,60870,10000,-1,False,---
13809,38052,40000,-1,False,---
13810,38972,105000,-1,False,---
13811,84260,55000,-1,False,---
13814,65783,48000,-1,False,---
13815,68017,170000,-1,False,---
13816,40836,9500,-1,False,---
13817,47971,49000,-1,False,---
13818,54092,39000,-1,False,---
13819,57510,400000,-1,False,---
13820,84263,45000,-1,False,---
13821,38053,60000,-1,False,---
13823,64550,155000,30,True,12 مهر
13824,51088,115000,-1,False,---
13825,42833,15000,-1,False,---
13826,63496,59000,-1,False,---
13827,45670,140000,5,True,9 مهر
13828,45438,50000,-1,False,---
13829,70046,110000,-1,False,---
13830,108523,230000,25,True,12 مهر
13831,72598,136000,-1,False,---
13833,33209,5000,-1,False,---
13834,81471,39000,-1,False,---
13835,60872,800,-1,False,---
13836,40837,27000,-1,False,---
13837,68018,98000,-1,False,---
13838,65784,75000,-1,False,---
13839,54093,30000,-1,False,---
13840,84264,25000,-1,False,---
13841,51090,60000,-1,False,---
13843,98225,92500,30,True,9 مهر
13844,47976,20000,-1,False,---
13846,70047,125000,-1,False,---
13847,72599,99000,-1,False,---
13848,57512,370000,-1,False,---
13849,38054,35000,-1,False,---
13850,63497,109000,-1,False,---
13851,81472,38000,-1,False,---
13852,33210,95000,-1,False,---
13853,45439,35000,-1,False,---
13854,117237,120000,30,True,12 مهر
13855,60873,19000,-1,False,---
13856,68019,98000,-1,False,---
13857,40842,4500,-1,False,---
13858,42834,6500,-1,False,---
13859,65789,48000,-1,False,---
13860,54094,30000,-1,False,---
13861,84267,20000,-1,False,---
13862,51096,96000,-1,False,---
13865,47981,5000,-1,False,---
13866,72601,95000,-1,False,---
13867,81474,22000,-1,False,---
13868,38055,24000,-1,False,---
13869,33236,70000,-1,False,---
13870,57518,180000,-1,False,---
13871,63500,89000,-1,False,---
13872,45440,16000,-1,False,---
13873,68020,72000,-1,False,---
13874,70054,95000,-1,False,---
13875,65790,130000,-1,False,---
13876,42836,15000,-1,False,---
13877,60874,180000,-1,False,---
13878,84269,60000,-1,False,---
13879,51105,38000,-1,False,---
13880,54095,59000,-1,False,---
13881,40843,4300,-1,False,---
13882,76316,2500,-1,False,---
13883,72604,100000,-1,False,---
13885,47984,12000,-1,False,---
13886,81475,24000,-1,False,---
13887,33240,9000,-1,False,---
13888,38057,57000,-1,False,---
13889,120329,700000,20,True,12 مهر
13890,57524,300000,-1,False,---
13891,63501,99000,-1,False,---
13892,45448,6800,-1,False,---
13893,68022,72000,-1,False,---
13894,42837,15000,-1,False,---
13895,65792,72000,-1,False,---
13896,70066,70000,-1,False,---
13897,84271,48000,-1,False,---
13898,60877,8000,-1,False,---
13899,51107,16000,-1,False,---
13900,54096,180000,-1,False,---
13901,72605,89000,-1,False,---
13902,76333,27000,-1,False,---
13903,33255,40000,-1,False,---
13904,74867,20000,-1,False,---
13905,47989,30000,-1,False,---
13906,81476,33000,-1,False,---
13907,40844,85000,-1,False,---
13908,57525,500000,-1,False,---
13909,63502,69000,-1,False,---
13910,45449,10000,-1,False,---
13911,111010,14000,15,True,10 مهر
13912,38078,17000,-1,False,---
13913,68024,160000,-1,False,---
13914,42838,6500,-1,False,---
13915,65795,180000,-1,False,---
13916,70070,7000,-1,False,---
13917,84272,45000,-1,False,---
13918,54097,60000,-1,False,---
13920,33264,50000,-1,False,---
13921,60878,15000,-1,False,---
13922,72606,105000,-1,False,---
13923,74869,98000,-1,False,---
13924,45457,30000,-1,False,---
13925,38079,17000,-1,False,---
13926,40852,45000,-1,False,---
13927,68025,300000,-1,False,---
13928,81479,32000,-1,False,---
13929,42839,15000,-1,False,---
13930,63503,169000,-1,False,---
13931,65797,98000,-1,False,---
13932,47995,250000,-1,False,---
13933,70071,50000,-1,False,---
13934,57529,400000,-1,False,---
13935,84274,40000,-1,False,---
13936,51115,12000,-1,False,---
13937,54099,10000,-1,False,---
13939,33268,45000,-1,False,---
13940,67658,98000,-1,False,---
13941,60879,65000,-1,False,---
13943,72610,69000,-1,False,---
13944,40853,50000,-1,False,---
13945,38080,17000,-1,False,---
13946,45459,100000,-1,False,---
13947,51118,65000,-1,False,---
13948,63504,169000,-1,False,---
13949,42840,15000,-1,False,---
13950,47999,10000,-1,False,---
13951,81484,5000,-1,False,---
13952,54102,65000,-1,False,---
13953,84275,41000,-1,False,---
13956,65799,130000,-1,False,---
13957,57539,56000,-1,False,---
13958,68026,98000,-1,False,---
13959,35771,14000,-1,False,---
13960,60883,25000,-1,False,---
13961,33278,24000,-1,False,---
13963,72616,115000,-1,False,---
13964,40857,200000,-1,False,---
13965,38081,17000,-1,False,---
13966,51120,2000,-1,False,---
13967,63505,429000,-1,False,---
13968,45460,4900,-1,False,---
13970,84281,40000,-1,False,---
13971,42843,6500,-1,False,---
13972,54105,57000,-1,False,---
13973,65802,72000,-1,False,---
13974,57578,225000,-1,False,---
13975,35777,32000,-1,False,---
13977,60884,8000,-1,False,---
13978,33280,43000,-1,False,---
13979,81486,5000,-1,False,---
13980,40863,16500,-1,False,---
13981,68027,48000,-1,False,---
13982,48003,3000,-1,False,---
13983,38087,97000,-1,False,---
13985,51128,65000,-1,False,---
13986,72617,105000,-1,False,---
13987,85404,75000,-1,False,---
13988,63506,99000,-1,False,---
13989,54109,9500,-1,False,---
13990,70115,40000,-1,False,---
13991,45462,120000,-1,False,---
13992,84284,45000,-1,False,---
13993,57579,30000,-1,False,---
13994,68030,72000,-1,False,---
13995,51132,4000,-1,False,---
13996,33298,99000,-1,False,---
13997,42845,6500,-1,False,---
13998,48018,5500,-1,False,---
14001,38088,15000,-1,False,---
14002,40864,7500,-1,False,---
14003,81487,5000,-1,False,---
14004,35782,33000,-1,False,---
14005,35784,36000,-1,False,---
14006,72620,79000,-1,False,---
14007,60919,85000,-1,False,---
14008,63507,189000,-1,False,---
14009,54117,3200,-1,False,---
14010,45464,30000,-1,False,---
14011,70120,138000,-1,False,---
14012,84288,30000,-1,False,---
14013,51134,7000,-1,False,---
14014,35790,26000,-1,False,---
14015,57580,25000,-1,False,---
14016,68031,110000,-1,False,---
14017,40865,28500,-1,False,---
14018,48022,10000,-1,False,---
14019,38089,45000,-1,False,---
14020,60973,40000,-1,False,---
14022,63508,189000,-1,False,---
14023,33299,99000,-1,False,---
14024,42846,15000,-1,False,---
14026,54119,7000,-1,False,---
14027,72623,175000,-1,False,---
14028,81488,5000,-1,False,---
14029,70136,7000,-1,False,---
14030,45474,70000,-1,False,---
14031,84292,100000,15,True,9 مهر
14032,51137,65000,-1,False,---
14033,35791,3500,-1,False,---
14035,60974,60000,-1,False,---
14036,33301,21000,-1,False,---
14037,68032,8000,-1,False,---
14038,42847,15000,-1,False,---
14039,54120,8000,-1,False,---
14040,38093,30000,-1,False,---
14041,40866,13500,-1,False,---
14042,74880,57000,-1,False,---
14043,57589,38000,-1,False,---
14044,48024,10000,-1,False,---
14045,72646,120000,5,True,9 مهر
14046,72624,135000,-1,False,---
14047,63509,229000,-1,False,---
14048,81489,7000,-1,False,---
14049,84293,35000,-1,False,---
14050,51138,3000,-1,False,---
14051,45476,5000,-1,False,---
14054,35807,135000,25,True,10 مهر
14055,68033,72000,-1,False,---
14056,60977,130000,-1,False,---
14057,33302,16000,-1,False,---
14058,38095,65000,-1,False,---
14060,57601,20000,-1,False,---
14061,40871,290000,20,True,12 مهر
14062,42863,20000,-1,False,---
14063,45477,25000,-1,False,---
14064,51143,6000,-1,False,---
14066,63512,52000,-1,False,---
14067,84296,25000,-1,False,---
14068,54127,130000,-1,False,---
14069,70145,80000,-1,False,---
14070,81490,5000,-1,False,---
14071,60993,600000,-1,False,---
14072,35814,23000,-1,False,---
14073,33303,120000,-1,False,---
14074,48029,90000,-1,False,---
14075,72626,18500,-1,False,---
14076,68034,48000,-1,False,---
14077,38098,15000,-1,False,---
14078,57613,65000,-1,False,---
14079,74887,35000,-1,False,---
14080,40876,8500,-1,False,---
14081,42867,140000,-1,False,---
14082,45478,20000,-1,False,---
14083,48030,10000,-1,False,---
14084,57621,35000,-1,False,---
14085,74889,28000,-1,False,---
14086,54155,12000,-1,False,---
14088,51150,96000,-1,False,---
14089,84299,37000,-1,False,---
14090,38099,80000,-1,False,---
14091,61030,14000,-1,False,---
14092,81491,5000,-1,False,---
14093,63514,50000,-1,False,---
14094,35821,38000,-1,False,---
14095,33306,99000,-1,False,---
14096,72633,95000,-1,False,---
14098,68036,160000,-1,False,---
14099,40878,59000,30,True,9 مهر
14100,42871,4000,-1,False,---
14101,48032,70000,-1,False,---
14102,45485,25000,-1,False,---
14103,57628,20000,-1,False,---
14104,84300,40000,-1,False,---
14105,38106,22000,-1,False,---
14106,68037,72000,-1,False,---
14107,70151,2900,-1,False,---
14108,54162,25000,20,True,10 مهر
14109,54161,25000,-1,False,---
14110,74891,28000,-1,False,---
14111,81494,5000,-1,False,---
14112,57633,8000,-1,False,---
14113,74807,150000,25,True,12 مهر
14114,33308,130000,-1,False,---
14115,40884,17500,-1,False,---
14117,51151,5000,-1,False,---
14118,45486,3700,-1,False,---
14119,72634,85000,-1,False,---
14120,48034,25000,-1,False,---
14121,109572,250000,25,True,12 مهر
14122,109573,295000,25,True,12 مهر
14123,121538,150000,25,True,10 مهر
14124,63516,200000,-1,False,---
14125,63845,250000,-1,False,---
14126,61032,40000,-1,False,---
14127,35831,30000,-1,False,---
14128,38108,2500,-1,False,---
14129,42875,25000,-1,False,---
14130,84302,70000,-1,False,---
14131,68038,72000,-1,False,---
14133,61033,40000,-1,False,---
14134,57634,12000,-1,False,---
14135,81512,45000,-1,False,---
14136,54165,25000,-1,False,---
14137,54164,15000,-1,False,---
14138,33315,58000,-1,False,---
14139,40888,16500,-1,False,---
14140,74892,28000,-1,False,---
14141,42880,90000,-1,False,---
14142,35832,50000,-1,False,---
14143,48037,25000,-1,False,---
14144,84303,48000,-1,False,---
14145,51158,43000,-1,False,---
14146,63517,48000,-1,False,---
14148,38109,2100,-1,False,---
14149,72640,280000,-1,False,---
14150,105979,330000,20,True,10 مهر
14151,45490,12000,-1,False,---
14152,61035,50000,-1,False,---
14153,68039,260000,-1,False,---
14154,69290,240000,-1,False,---
14155,70155,200000,-1,False,---
14156,81520,26000,-1,False,---
14157,57658,110000,-1,False,---
14158,33316,170000,-1,False,---
14159,54171,23000,25,True,12 مهر
14160,54170,23000,-1,False,---
14161,51164,30000,-1,False,---
14162,42883,14000,-1,False,---
14164,48038,14000,-1,False,---
14165,74896,25000,-1,False,---
14166,40897,2000,-1,False,---
14167,35834,4000,-1,False,---
14168,84305,45000,-1,False,---
14169,72641,85000,-1,False,---
14170,63518,260000,-1,False,---
14171,45491,50000,-1,False,---
14172,38111,7000,-1,False,---
14173,68041,180000,-1,False,---
14174,61040,50000,-1,False,---
14176,57663,110000,-1,False,---
14177,81525,28000,-1,False,---
14178,54174,13000,-1,False,---
14179,48039,25000,-1,False,---
14180,40898,25000,-1,False,---
14181,84307,35000,-1,False,---
14182,33320,7500,-1,False,---
14183,51169,36000,-1,False,---
14184,45494,29000,-1,False,---
14185,42894,16000,-1,False,---
14186,74901,99000,-1,False,---
14187,61041,50000,-1,False,---
14188,57677,32000,-1,False,---
14190,72645,65000,-1,False,---
14191,68042,48000,-1,False,---
14192,35836,8000,-1,False,---
14193,63525,115000,-1,False,---
14195,81531,28000,-1,False,---
14196,54183,16000,-1,False,---
14197,38112,12000,-1,False,---
14198,48043,4000,-1,False,---
14199,33337,38000,-1,False,---
14200,84310,38000,-1,False,---
14201,40899,4900,-1,False,---
14202,45500,2500,-1,False,---
14203,42908,20000,-1,False,---
14204,74902,85000,-1,False,---
14205,61045,68000,-1,False,---
14206,51177,27000,-1,False,---
14207,57681,26000,-1,False,---
14208,38113,20000,-1,False,---
14209,63526,590000,-1,False,---
14211,117781,60000,20,True,12 مهر
14212,54184,13000,-1,False,---
14213,72650,63000,-1,False,---
14214,68043,110000,-1,False,---
14215,33353,144000,-1,False,---
14216,81532,28000,-1,False,---
14217,35837,10000,-1,False,---
14218,48051,15000,-1,False,---
14219,70180,45000,-1,False,---
14220,45506,36000,-1,False,---
14221,74904,75000,-1,False,---
14222,42911,25000,-1,False,---
14223,84311,28000,-1,False,---
14224,40901,3500,-1,False,---
14225,61055,65000,-1,False,---
14226,51179,5500,-1,False,---
14227,38114,140000,-1,False,---
14228,57697,6500,-1,False,---
14229,93194,100000,25,True,12 مهر
14230,63531,28000,-1,False,---
14232,68044,48000,-1,False,---
14233,54190,4500,-1,False,---
14234,33354,38000,-1,False,---
14235,72652,250000,-1,False,---
14236,45517,95000,-1,False,---
14237,40903,390000,20,True,9 مهر
14238,35845,12000,-1,False,---
14239,51181,25000,-1,False,---
14240,63536,30000,-1,False,---
14241,84312,49000,-1,False,---
14242,57711,42000,-1,False,---
14243,61057,37000,-1,False,---
14244,38115,6000,-1,False,---
14246,74911,100000,-1,False,---
14248,81534,24000,-1,False,---
14249,42913,10000,-1,False,---
14250,48052,150000,-1,False,---
14251,33355,8000,-1,False,---
14252,54191,150000,-1,False,---
14253,68045,160000,-1,False,---
14254,47097,550000,20,True,10 مهر
14255,35848,1300000,-1,False,---
14256,45519,105000,-1,False,---
14257,40904,2900,-1,False,---
14258,72658,80000,-1,False,---
14259,75054,90000,-1,False,---
14260,63540,199000,-1,False,---
14261,94275,199000,-1,False,---
14262,51186,2200,-1,False,---
14263,61079,20000,-1,False,---
14264,57737,160000,-1,False,---
14265,38116,50000,-1,False,---
14266,84314,29000,-1,False,---
14268,74914,65000,-1,False,---
14270,81535,20000,-1,False,---
14271,54224,45000,-1,False,---
14272,35869,74000,-1,False,---
14273,40906,2500,-1,False,---
14274,42920,80000,-1,False,---
14275,68047,160000,-1,False,---
14276,48053,125000,-1,False,---
14277,33357,38000,-1,False,---
14278,39000,150000,-1,False,---
14279,45520,145000,-1,False,---
14280,51188,8000,-1,False,---
14281,72659,120000,-1,False,---
14282,63556,50000,-1,False,---
14283,57740,70000,-1,False,---
14284,38117,15000,-1,False,---
14285,61080,40000,-1,False,---
14286,65804,110000,-1,False,---
14288,84317,12000,-1,False,---
14290,35870,18000,-1,False,---
14291,74915,20000,-1,False,---
14292,48054,130000,-1,False,---
14293,42921,70000,-1,False,---
14294,81537,20000,-1,False,---
14295,54232,25000,-1,False,---
14296,33371,5000,-1,False,---
14297,40908,150000,-1,False,---
14298,68048,130000,-1,False,---
14299,68049,160000,-1,False,---
14300,63560,68000,-1,False,---
14301,51189,42000,-1,False,---
14302,38118,300000,-1,False,---
14303,72667,75000,-1,False,---
14304,45526,65000,-1,False,---
14305,57759,35000,-1,False,---
14306,84319,50000,-1,False,---
14307,84320,50000,-1,False,---
14308,84321,60000,-1,False,---
14309,61094,239000,-1,False,---
14310,76385,22500,-1,False,---
14311,48056,43000,-1,False,---
14312,70192,255000,-1,False,---
14313,65807,88000,-1,False,---
14314,35875,77000,-1,False,---
14315,74919,50000,-1,False,---
14316,42932,100000,-1,False,---
14317,33372,25000,-1,False,---
14318,81546,33000,-1,False,---
14319,54246,120000,-1,False,---
14320,40911,3000,-1,False,---
14321,63562,220000,-1,False,---
14322,72672,27000,-1,False,---
14323,45527,120000,-1,False,---
14324,38120,17000,-1,False,---
14325,97045,65000,10,True,12 مهر
14326,61095,209000,-1,False,---
14327,65808,85000,-1,False,---
14328,74928,50000,-1,False,---
14329,57760,15000,-1,False,---
14330,48071,28000,-1,False,---
14332,76386,22500,-1,False,---
14333,68050,50000,-1,False,---
14334,42939,15000,-1,False,---
14335,51198,5000,-1,False,---
14336,54251,120000,-1,False,---
14337,98089,99500,30,True,9 مهر
14338,40915,72000,-1,False,---
14339,33385,50000,-1,False,---
14340,81551,16000,-1,False,---
14341,63568,12000,-1,False,---
14342,35889,15000,-1,False,---
14343,60420,25000,-1,False,---
14344,84329,30000,-1,False,---
14345,72676,16000,-1,False,---
14346,45531,120000,-1,False,---
14347,38121,12000,-1,False,---
14348,74929,165000,-1,False,---
14349,61105,149000,-1,False,---
14350,65809,98000,-1,False,---
14351,57768,20000,-1,False,---
14352,42950,44000,-1,False,---
14353,48072,29000,-1,False,---
14354,68052,39000,-1,False,---
14355,51199,90000,-1,False,---
14356,54260,25000,-1,False,---
14357,38122,10000,-1,False,---
14358,35901,90000,-1,False,---
14359,40916,6900,-1,False,---
14360,81561,89000,-1,False,---
14361,70211,100000,-1,False,---
14362,84331,21000,-1,False,---
14363,76387,22500,-1,False,---
14364,63575,60000,-1,False,---
14365,45535,13000,-1,False,---
14366,94630,57000,30,True,12 مهر
14367,33441,35000,-1,False,---
14368,74932,95000,-1,False,---
14369,72681,5000,-1,False,---
14370,61109,49000,-1,False,---
14371,65811,55000,-1,False,---
14372,57787,30000,-1,False,---
14373,42951,25000,-1,False,---
14374,68058,72000,-1,False,---
14375,48073,100000,-1,False,---
14376,51202,15000,-1,False,---
14377,70213,48000,-1,False,---
14378,76388,22500,-1,False,---
14379,40917,5500,-1,False,---
14380,38124,15000,-1,False,---
14381,122333,59000,20,True,12 مهر
14382,33443,35000,-1,False,---
14383,54263,425000,10,True,9 مهر
14384,35910,10000,-1,False,---
14385,81564,7500,-1,False,---
14386,84332,40000,-1,False,---
14387,72685,20000,-1,False,---
14388,63576,110000,-1,False,---
14389,89224,110000,-1,False,---
14390,65812,98000,-1,False,---
14391,74964,20000,-1,False,---
14392,61111,99000,-1,False,---
14393,42952,4000,-1,False,---
14394,45536,90000,-1,False,---
14395,57796,165000,-1,False,---
