,BookID,PersonID
10564,39261,14790
10565,46664,3679
10566,34477,19582
10567,36912,9865928c79ddcba7061ed2aedd78248d
10568,52512,086b6b1cbd88335a387108ce27a228e7
10569,85589,46113
10570,64851,759
10571,121798,70634
10572,59174,15362
10573,44225,2444
10574,47717,7278
10575,46665,3679
10576,41957,4908
10577,36920,443
10578,85590,46113
10579,64854,9227
10580,34484,19613
10581,49251,660
10582,59176,32677
10583,52515,22591
10584,117726,2940
10585,44226,2444
10586,39263,4909
10587,47716,7278
10588,46667,3679
10589,41964,3274
10590,41964,23065
10591,79197,23235
10592,55722,4399
10593,34495,19929
10594,71279,31419
10595,59264,6904
10596,64855,9227
10597,44228,10365
10598,105724,7278
10599,46668,3679
10600,41966,16769
10601,55725,ffcb8f8a1f483e6c10a2b8a1ea44ee5a
10602,71280,17642
10603,59291,3644
10604,100713,29449
10605,69319,35720
10606,36924,14441
10607,49269,23149
10608,41969,7979
10609,64857,786
10610,67412,f50e31d3fd2bf290707d9c3c423619ed
10611,85161,45840
10612,44229,f0e67b94540c4f3970fa2b8e838e76e0
10613,55728,94a152596572afb76d785e7a2a3b922f
10614,71315,943
10615,41972,7399
10616,36932,943
10617,34499,13690
10618,44230,11755
10619,64860,35517
10620,73815,442
10621,79201,4931
10622,34517,5926
10623,41973,38505b6206d5fe2b6bfd2c4dc445f0a3
10624,85612,31863
10625,85612,09573dbbe4954850dec6d8ccb424e431
10626,36952,3274
10627,36952,12308
10628,64863,ecf7d78847a592e98ecd03c5104342f2
10629,49323,11
10630,39306,3274
10631,39306,66a3cb6b10b16690cd11adbf8ed44ad6
10632,44234,10361
10633,46672,26503
10634,41976,4989
10635,49330,196
10636,69323,ada47ad029785f052ee926d80b795d22
10637,85613,11101
10638,44235,10361
10639,64864,3733
10640,39317,22608
10641,36954,21297
10642,67415,36002
10643,71333,532d05ebbcdaf00119d77cc42cf84757
10644,44236,8601
10645,36955,7340
10646,73829,df433874ca481ea0034425c8a9ff12dd
10647,64865,759
10648,121812,70634
10649,44237,8601
10650,34527,2787
10651,69327,31863
10652,69327,35878
10653,46675,26503
10654,67417,b83299aa107b35b41c38464e101c7c72
10655,41986,1006
10656,36958,21132
10657,64866,534
10658,44239,8601
10659,59345,6905
10660,34552,16645
10661,69328,31863
10662,69328,35708
10663,71356,39535
10664,36963,e3fef45c5cf5b03444fac33b5535d7a1
10665,64868,9227
10666,41987,3551
10667,44241,8601
10668,59347,11908
10669,69329,31863
10670,69329,17973
10671,73833,40571
10672,64871,9227
10673,121796,70634
10674,55754,576c40291a4330ae1a2b3ee9e44e6b7f
10675,67420,31863
10676,67420,3380a7ad581b897d23527f8692d75ecc
10677,39445,11928
10678,59349,32670
10679,36966,10380
10680,73834,4209
10681,82674,32363
10682,59350,13455
10683,59350,4765
10684,79262,13097
10685,64873,9227
10686,63142,8011
10687,36967,3318
10688,85622,46248
10689,39461,3788
10690,34568,19730
10691,59351,32670
10692,69347,38496
10693,73837,22813
10694,36969,5796
10695,64874,9227
10696,121813,70634
10697,82693,43842
10698,34572,2667
10699,55766,29307
10700,39467,2292
10701,44255,e8aadaaa9f9737cc741c823eda875cea
10702,59352,32734
10703,59352,27109
10704,52528,5e79c10299e04da2c3ff6ff026695326
10705,62502,9297
10706,36970,5796
10707,73841,40697
10708,82700,ca4e802b20b8dacc966f363851fdd1b6
10709,69348,25844
10710,85625,fc7ec3e92ac123825c186ec72f34bc3e
10711,39468,6d2769547a3d9e68ea7084b97325f714
10712,49390,68ba4f96b4f407f6aebbe4a10e6bb84f
10713,34577,16041
10714,64879,35528
10715,44256,25141
10716,59353,32420
10717,73849,40705
10718,85640,46267
10719,88667,38933
10720,39469,3274
10721,39469,12663
10722,46683,3d266f273cb9d1477cdbcbd8917632a1
10723,49395,27818
10724,59355,32420
10725,52568,25363
10726,64880,16363
10727,46684,3378
10728,36972,21259
10729,39471,479
10730,69364,7279
10731,64882,15496
10732,59358,32420
10733,71367,4859
10734,39501,3693
10735,46686,83469e994d95209b09af3a9cd3692b4a
10736,36973,21259
10737,55796,3826
10738,59362,6904
10739,70393,38943
10740,64885,9228
10741,79279,83700436250746fbc9ea3f607e00893a
10742,71369,4859
10743,44275,31b022a5458f15c6db5f04bec6ff9acb
10744,36975,4702
10745,59372,32756
10746,95263,1111
10747,39564,5047
10748,64889,786
10749,73689,3154
10750,73689,3155
10751,92145,6697
10752,55799,9826
10753,85682,18976
10754,73883,27705
10755,71370,4859
10756,69381,38504
10757,59379,3293
10758,34615,17892
10759,44129,c04dda51115dfed40d9217a1bc9a0462
10760,39578,2345
10761,55810,3212
10762,64895,754
10763,71376,39539
10764,36981,14529
10765,69382,fa7796b842449ae05f575859fad90d0d
10766,44278,6100
10767,39585,22749
10768,59393,816
10769,67432,37269
10770,79327,3665
10771,46705,2238
10772,55811,6724
10773,34616,17892
10774,85687,11100
10775,71383,39539
10776,36982,11839
10777,67433,31863
10778,67433,d7e12a5ff58418acb4b574d380833d9d
10779,42012,1040
10780,44280,16138
10781,44496,9833
10782,34621,6795
10783,64907,6100
10784,39596,431f3a7dd3e35c8f5162394b175e8e16
10785,46717,15108
10786,71388,2905
10787,36983,7507
10788,69384,31863
10789,69384,34774
10790,42016,12856
10791,55816,5022
10792,71398,39539
10793,64916,e02d9fe5cea209824211b6475ef6c5f6
10794,36984,534
10795,42021,16769
10796,59427,16019
10797,73908,8f6ed57dcb65b287ec047fe92610b2a0
10798,71399,39539
10799,64922,35545
10800,58840,6381469480eb0bce7a17fa28f201dda0
10801,92521,5347
10802,46740,4502
10803,34624,0ee5f0d958ab3973231f756918e3cac7
10804,64923,e04b1797bafd497de7808ca085170c2f
10805,85693,c6d19b9ff2d1e1f54a3a20efa8931c6e
10806,71401,e5298463477fb3dab42bb07a71c68345
10807,44290,207
10808,46756,26544
10809,37014,ccbe96e60f6e23d899e7fe1567477d7f
10810,67440,35715
10811,39669,92057ef29cf2a7d5f25ef70285c08592
10812,67471,2927
10813,44291,2927
10814,71417,39539
10815,45070,12216
10816,37016,21192
10817,34627,17892
10818,67472,25155
10819,44292,25155
10820,85695,6539
10821,15824,937
10822,37032,937
10823,42036,c56a048c02845a965e6b1a2adccaa57c
10824,71419,39539
10825,64925,35545
10826,49701,14864
10827,64927,35545
10828,55834,9110
10829,39671,4114
10830,15825,937
10831,37033,937
10832,69392,2df61ce9e2e7001d9c75802050ca195d
10833,79466,6104
10834,44298,610
10835,85696,46219
10836,49710,19596
10837,71498,27236
10838,37034,937
10839,64931,35545
10840,85697,46311
10841,49818,23471
10842,62521,14186
10843,59465,b1d07da8835d942ef68fb62bcee7a788
10844,44324,14201
10845,49847,37bd8c4beeee09ae57ca70be3c8cb654
10846,69395,38518
10847,64937,33475
10848,79487,43393
10849,67445,24867
10850,62539,9312
10851,82767,50539
10852,49854,4909
10853,71542,20833
10854,79492,29718
10855,59488,bb5c2f447b441640931dfcc572ad5608
10856,64676,4258
10857,44335,6265
10858,82773,8416
10859,39677,7908
10860,71547,5841
10861,67447,24637
10862,44348,5241
10863,34645,3274
10864,34645,8ca6c7c376966498619974e72689090a
10865,42060,3329
10866,67448,37461
10867,49870,2736
10868,85708,46318
10869,67450,31863
10870,67450,37449
10871,42067,24036
10872,44279,16217
10873,34650,3274
10874,34650,822d1102d6e456398269b450a0cf5bfc
10875,34651,3274
10876,34651,ad672222d640b5b96540d03395c6ba54
10877,37050,6202
10878,85709,10939
10879,67451,10920
10880,67451,4de5652c049cb57b066a7f6867108dc2
10881,71551,a0b8aee2b0fef10bddae49c8ae8d8abe
10882,44383,14567
10883,98313,47886
10884,59553,463
10885,46799,3471
10886,85711,46311
10887,57354,10996
10888,37051,12350
10889,103293,515
10890,34652,1176
10891,59569,31863
10892,46800,6997
10893,44421,5083
10894,67455,da88243b466ab52edd349a7ac1f9bffd
10895,37054,14598
10896,49945,28052
10897,59578,32868
10898,71587,13651
10899,85714,46324
10900,46801,228
10901,34660,9769
10902,49949,5707
10903,52714,29570
10904,37055,7280
10905,34662,3274
10906,69407,31863
10907,69407,14369
10908,52716,fe56982b3f81604a34b9ca42e102918f
10909,49955,11230
10910,46823,5449
10911,37056,9931
10912,85721,46331
10913,34663,6375
10914,44464,2765
10915,85722,27707
10916,34666,660
10917,82813,440
10918,49967,11759
10919,46825,5125
10920,85723,8276
10921,67477,03084842c29e0f4182724737a84611c0
10922,44490,1dabfc110dd5fbd680fed0dd384b8b59
10923,49973,28139
10924,34669,3274
10925,46826,5449
10926,67478,31863
10927,67478,9ed4d8f351141703924a48209862b1b5
10928,67479,be2ed04070ae8ab0995273415588292d
10929,85728,28044
10930,34670,4366
10931,49977,4091
10932,67480,4414
10933,46836,24855
10934,49983,23503
10935,44495,9833
10936,67481,60250fa96859d41c5db59f228c9b6253
10937,59700,11
10938,44498,35f84db685b049e99982e31ec366dd97
10939,46846,2242
10940,59703,11
10941,46853,43f7a669eb9a78469a1eebc8ec65cc5a
10942,97478,26006
10943,50012,aefda8bd9aabcc32247120f7beae24aa
10944,69425,31863
10945,69425,35789
10946,46857,faf2401d72af1247111d22e519304573
10947,71637,fa162def054953aa1b371120faf1be75
10948,44509,25251
10949,80791,24036
10950,50019,8439
10951,67485,35910
10952,70493,35910
10953,44510,2539
10954,50020,28162
10955,71658,6098
10956,46865,378
10957,44539,25260
10958,62584,31863
10959,85837,5f18cc5b5ffcb9dfc53b5c005fce26f8
10960,50024,c06f5e9edd9e27bd17a3dc1ff53219be
10961,71678,8533
10962,46890,1147
10963,82829,16849
10964,71685,306dc20c0be4afd83a681df77c6e3687
10965,44550,6098
10966,50038,1077
10967,69431,31863
10968,69431,35789
10969,52814,429
10970,58614,5241
10971,46897,26612
10972,85840,e9967bd47e2dedc559f9a59af5083315
10973,98336,31863
10974,98336,53277
10975,46901,12081
10976,44552,13374
10977,50094,2889
10978,46932,f2d98c6b52218381d0a416a9dc9f0b13
10979,82832,44964
10980,71702,5374
10981,69437,37251
10982,67496,37495
10983,50100,5019
10984,52879,29628
10985,82836,16484
10986,67497,31863
10987,67497,922aefc576bdd12b0bb1a6a8878e5a9c
10988,46951,10163
10989,50112,6d0a2eb5313c8cfe652de907074c8e72
10990,52883,29628
10991,82841,44968
10992,52900,29640
10993,46955,26472
10994,52902,29642
10995,46965,26472
10996,50119,28028
10997,75757,7657
10998,85853,a7fe56335a3acf436392ba26a0affa79
10999,50126,6720
11000,82855,44982
11001,52913,29628
11002,85860,31470
11003,45765,25992
11004,44580,9504
11005,46970,15534
11006,52922,18419
11007,50128,5915
11008,44583,6265
11009,85870,31470
11010,52923,22857
11011,97476,31863
11012,50130,5208
11013,55911,20872
11014,34671,52b9f2fca34bb919deda6791dd81450b
11015,37062,5796
11016,71710,3172
11017,50134,1151
11018,52925,18419
11019,114564,2a787c792151d127a3816c3483e34680
11020,82862,44987
11021,39746,3257
11022,55929,31170
11023,34672,0fe0b1c0c0769ee8df36f9be48650370
11024,52927,18419
11025,69445,25576
11026,46972,26472
11027,59714,11
11028,77731,15475
11029,50135,1151
11030,62598,20679
11031,37073,607
11032,45813,26023
11033,85879,34799
11034,55931,22799
11035,59724,3219
11036,62600,20718
11037,73972,40460da659ab923484b201abc2d8a727
11038,71716,9800
11039,65125,5378
11040,50138,3274
11041,50138,9977
11042,111886,66187
11043,55934,4fa8f238af53b79ffe99d7362f85216b
11044,37077,607
11045,44606,10612
11046,59731,11
11047,71888,22857
11048,39798,22857
11049,79525,39869
11050,73993,5065
11051,60044,13716
11052,34680,17892
11053,55936,b56b7615310f06af252cb348ff7ad03d
11054,59738,32965
11055,37101,660
11056,65150,9800
11057,90845,4766
11058,34685,20059
11059,85890,f081ad823bd81c27f391d89fba34ec27
11060,52937,29651
11061,46993,26658
11062,69453,20148
11063,71737,b34bd3cf0190cb3b1b7ffbcfaada608d
11064,52941,14606
11065,44611,19737
11066,71738,429
11067,77436,429
11068,34694,fd4b4060678e61da83389b94f4404176
11069,101766,34974
11070,52944,14606
11071,55966,f709948acf428ea8de2792ac87386ffb
11072,81000,28624
11073,39864,22887
11074,47016,611695ec1eb6c7ebe55056dc5935e5f6
11075,65177,18244
11076,37135,3274
11077,37135,cd3ed6316a3bb103e6f5adb0f2e7d0a5
11078,73022,8c5f57715f62291abc546779a61a17db
11079,67515,f4a2d666cdeebc70f7f54551355fadcc
11080,34695,157
11081,44612,4989
11082,52945,14606
11083,47017,26658
11084,79612,43444
11085,67516,a372c5f7da78321bc956ba4471bbc172
11086,44614,4989
11087,71740,3313
11088,85898,31863
11089,85898,46439
11090,52946,14606
11091,74044,4173
11092,55980,8f88f93fc163a54dd67e0bc13a99ca92
11093,39871,3274
11094,39871,c2583aacd0ddde017b0d8ad6d9c29d53
11095,67519,6df1a6d6e1005bd7a11c4cb53f1a5c40
11096,79613,43444
11097,44616,4989
11098,82887,40669
11099,85907,46446
11100,37142,5803
11101,37142,9422
11102,74051,4385
11103,52983,747
11104,79617,43444
11105,44617,196
11106,81273,6461
11107,34699,2490
11108,85919,4989
11109,59778,6857
11110,71745,6206
11111,56006,8792
11112,67521,35517
11113,65252,6c87448331ccf79d7c1e871a67bb666c
11114,82315,3401
11115,47030,3401
11116,50148,4039
11117,34702,6724
11118,74061,1113
11119,85921,46456
11120,59791,15450
11121,37146,3274
11122,37146,783
11123,82893,39861
11124,82891,39861
11125,71746,6206
11126,44621,4989
11127,47044,20242
11128,71747,6206
11129,59795,6904
11130,44622,4989
11131,56008,8792
11132,62642,34275
11133,39958,7726
11134,82896,2944
11135,50214,660
11136,69476,15870
11137,75792,de33c0cc19240a8ff0792642b7d206e5
11138,67525,04b22c7578255efcfc72f9a2a401aab3
11139,53041,29704
11140,37150,4862
11141,62668,6bd9a3b72e501a42aaf501eb6b7a4ed7
11142,39959,157
11143,59816,8053
11144,71748,6206
11145,56022,196
11146,50216,660
11147,74020,4750
11148,44633,9383
11149,37152,4229
11150,71752,6206
11151,67526,35899
11152,85935,46460
11153,75795,28666
11154,39976,a2070cd774b2a9023743b08d17e61130
11155,56025,9011
11156,62675,34275
11157,37153,1151
11158,71753,6206
11159,67527,31863
11160,67527,9a837dc3d334d610fa98c2987ec474ef
11161,34783,20108
11162,47055,26685
11163,71755,6206
11164,50237,3148
11165,85951,145f8148223ca1c1e10f59efc8f9e012
11166,56026,429
11167,39979,8438
11168,98897,2365
11169,62678,2365
11170,79773,43522
11171,75798,2810
11172,44639,b2f5e8bc7e07fc9ecc5cc067102d7723
11173,53069,7957
11174,59850,20753
11175,71758,6206
11176,50238,3913
11177,79779,30186
11178,47058,26284
11179,69509,8e6ccba31ca6a9158af274f16b432b98
11180,67531,31863
11181,67531,4224
11182,59863,16039
11183,71759,6206
11184,44657,25193
11185,47059,10163
11186,34794,13734
11187,53079,3655
11188,44659,6770
11189,96078,31420
11190,71761,6206
11191,34795,13734
11192,74092,40571
11193,62735,34279
11194,79805,6100
11195,47068,18201
11196,53081,3655
11197,44660,12272
11198,50244,7280
11199,42163,7657
11200,62737,10335
11201,59907,36568e55bd29de6cce73dd1ddbcd3e27
11202,40000,2438
11203,75804,e9a19c1088d738e0c602944f29278e67
11204,53082,3655
11205,44661,3493
11206,34826,12937
11207,85962,25170
11208,47070,26695
11209,67536,36071
11210,50251,21233
11211,104888,799
11212,53113,5758
11213,69516,31863
11214,69516,37443
11215,56080,923b1927a951cdc69d074f047a432c9a
11216,67537,35704
11217,50252,3797
11218,79842,5660
11219,79842,43560
11220,34846,20148
11221,47071,18201
11222,62740,24745
11223,69518,16972
11224,108520,63665
11225,85971,46476
11226,65267,31863
11227,65267,cf9234dfb3230a5e8cab4b20aa107217
11228,97685,47945
11229,75832,834
11230,34848,3915
11231,59956,4961
11232,79849,17665
11233,85976,7016d50a0e05aa9710311ff73df18b22
11234,50254,28302
11235,56084,26afa8fef101a94df6cd8674d0c3ae58
11236,69519,25424
11237,42179,ec7581a40d41a286e53c58d6d9dc8733
11238,40013,11789
11239,44689,15236
11240,34873,20170
11241,67551,23065
11242,50257,5011
11243,122197,4dda759281afcccc47a03c6f6ca0185f
11244,79850,04409de2ab3ca5ce4d176b8d29d8afb2
11245,42184,18190
11246,56085,31255
11247,34879,04881807dd86bcfe9937d579bda90714
11248,67575,37532
11249,56086,18397
11250,40025,13202
11251,89727,9170
11252,89727,31863
11253,79853,31863
11254,79853,17763
11255,34900,20188
11256,75894,6194
11257,112056,6194
11258,42188,8881
11259,44720,3274
11260,44720,5810
11261,72724,31863
11262,72724,13915
11263,85740,549
11264,56101,8417
11265,65272,35706
11266,43897,2347
11267,40062,10657
11268,53131,485
11269,50265,15115
11270,79857,14029
11271,40067,16306
11272,65274,35710
11273,60031,15457
11274,44726,14630
11275,74117,9034502e871487d8fe439ce6d3ec1225
11276,50266,7336
11277,47106,9657
11278,60055,32645
11279,37192,7331
11280,74118,3154
11281,74118,3155
11282,50268,b3cb542493a3c803dbe3db907702ca8a
11283,42200,1191
11284,34920,16163
11285,79893,43600
11286,119885,69957
11287,67590,14827
11288,40094,22979
11289,56116,7280
11290,34963,2241
11291,60095,33101
11292,42203,24119
11293,47116,26472
11294,85992,31863
11295,85992,46248
11296,67605,37564
11297,40105,2910
11298,42207,3770
11299,80004,43645
11300,37216,7190f1c15721d673f78882c4a8ce3427
11301,47118,18424
11302,82970,12724
11303,65281,35715
11304,42209,69b11f4efa9d6709d9d8cc9c627aa28e
11305,60133,2278
11306,80026,32765
11307,35003,10102
11308,60645,3058
11309,40106,16725
11310,47122,3901
11311,67610,14125
11312,82971,12272
11313,85995,31863
11314,85995,46495
11315,56145,31244
11316,80028,1152
11317,44753,25363
11318,40110,5806
11319,47123,534
11320,69798,38715
11321,60135,ffd0c983f3c2f81b48e7c03d1dd236f3
11322,35010,20257
11323,67638,5449
11324,60161,b5d5e6a5c50598520a04682d83350ba6
11325,42211,18202
11326,44774,6575
11327,47124,6b889338e30d64383b47cee13d4582cc
11328,50288,176
11329,67639,29022
11330,65292,35722
11331,37220,14961
11332,60172,32645
11333,40124,5288
11334,42213,18201
11335,56178,9272
11336,69557,31863
11337,69557,cf20fe3feaed364fc0365b9f4d551757
11338,65294,35724
11339,47125,4811
11340,86002,46504
11341,42221,110b83dfd362da751884ad41f785fc04
11342,60174,13446
11343,50290,3732
11344,50290,9227
11345,47126,660
11346,56186,31291
11347,37224,21408
11348,69558,36034
11349,62777,34305
11350,42222,97cc5b14bc1a8a6cd3563c015cc95ed4
11351,60192,13716
11352,44793,4385
11353,53145,7957
11354,67657,16342
11355,86010,46504
11356,50308,3219
11357,112810,5055
11358,116893,4313
11359,40142,4129
11360,74021,4441
11361,53148,14206
11362,56222,3212
11363,44795,14015
11364,42226,18551
11365,80130,16306
11366,67659,6802
11367,50309,4397
11368,40143,4862
11369,56224,483
11370,71869,30117
11371,42227,4503
11372,80140,43709
11373,44796,660
11374,62802,23834
11375,67687,4989
11376,65301,10657
11377,50310,3219
11378,40145,4862
11379,53165,29731
11380,56233,3975
11381,56233,13569
11382,80141,43709
11383,47141,26472
11384,42233,6119
11385,71870,29972
11386,67688,7269
11387,44801,778
11388,50312,19437
11389,75957,29116
11390,40154,4862
11391,53167,29731
11392,81085,44101
11393,35048,4456
11394,42236,11709
11395,65305,35735
11396,67693,31863
11397,69566,31863
11398,69566,857b426064106e2623ab9842f2c64f3b
11399,62804,3274
11400,62804,27211
11401,37236,14815
11402,48810,3022
11403,58262,201
11404,44803,786
11405,50313,430e706ee2e4ac6915e2213d1ad69aac
11406,40155,4862
11407,56237,8338
11408,86018,31863
11409,86018,60658ab9b40538ecde9b73a2c49949d5
11410,42238,159
11411,69568,35763
11412,67698,10939
11413,44818,6098
11414,50319,8600
11415,98918,53684
11416,37238,21413
11417,71877,31286
11418,40157,3491
11419,56245,31244
11420,86019,46517
11421,80235,13734
11422,53222,29763
11423,60260,9148
11424,42240,159
11425,50322,415
11426,37239,21413
11427,35073,e0a560c80fc409ba266761e7bf4a0a0d
11428,53252,200
11429,80250,567
11430,69571,37379
11431,62817,a2b5d3a0333719ead11f3ad2025a947b
11432,37240,21413
11433,40173,15159
11434,44861,6194
11435,71970,3991
11436,47170,18424
11437,60281,3293
11438,86021,7574
11439,80251,943
11440,53262,606
11441,81285,44182
11442,37241,21413
11443,40174,6112
11444,62818,33561
11445,62818,33675
11446,71974,3991
11447,60288,11908
11448,86022,6722
11449,67731,37639
11450,75976,26901
11451,80253,43765
11452,53285,9259
11453,62821,31863
11454,104026,9da15e57a7e18880989cc7ba69e154f2
11455,35108,2461
11456,71976,3991
11457,50165,28251
11458,56705,2888
11459,46070,8795
11460,64840,35511
11461,80917,33917
11462,43572,24828
11463,55486,26747
11464,42244,24148
11465,71348,31277
11466,67769,8732
11467,65317,35743
11468,44927,25491
11469,37258,3465
11470,40199,10194
11471,62822,31863
11472,50335,1176
11473,35110,4412
11474,67770,8732
11475,74155,23255
11476,65319,26550
11477,71980,09e4725f81728108a29abade3f853863
11478,40202,5168
11479,37260,14745
11480,37260,21400
11481,42246,3554
11482,75996,41485
11483,50336,1176
11484,47236,20825
11485,35141,4412
11486,35142,4412
11487,35143,4412
11488,35144,4412
11489,35145,4412
11490,35146,4412
11491,80383,3933
11492,74157,16447
11493,71982,ccb39e1c4d2eef19f8c2619281667bb7
11494,69581,38597
11495,69582,38597
11496,69583,38597
11497,40219,8705e7f40066faffb3068258a7f042e2
11498,37261,15827
11499,67773,27956
11500,62825,34378
11501,35148,4412
11502,75997,41485
11503,50341,28336
11504,50457,28374
11505,71983,16728
11506,53327,14606
11507,44959,25517
11508,67787,36ba31bfffe039cf82891065231fa06f
11509,37262,15827
11510,35149,4412
11511,50342,200
11512,65324,31863
11513,65324,1c012e5348b7dab5b8cd09fd9616c871
11514,75998,41485
11515,86027,46524
11516,71984,16728
11517,67801,16039
11518,35152,4412
11519,62866,26401
11520,47250,26782
11521,60353,3bbdac91e88863f04d3c9cdcaf80ab57
11522,86028,15852
11523,50344,13cc8e80c5724938e3c890126fbc62b6
11524,75999,41485
11525,40226,dc7aa6cf2c34c99e6b4631c7b7476ba3
11526,71985,3991
11527,53339,786
11528,35153,4412
11529,44982,747
11530,69587,35878
11531,37293,6194
11532,47258,e36ccf5e656a6ab739e622f713f62cfd
11533,83012,4386
11534,65329,24637
11535,60357,11686
11536,86029,31863
11537,86029,46524
11538,41592,18297
11539,41247,15401
11540,40227,6204d8819871d1d23ab0b5fdca44230e
11541,96158,51661
11542,41591,6222
11543,44987,747
11544,69588,31863
11545,69588,38601
11546,53341,573
11547,50347,149
11548,42259,23214
11549,37308,660
11550,40246,3274
11551,40246,5808
11552,44990,9403
11553,67804,5904f19906fcd14ff965ded8e2ed7b26
11554,50348,9262
11555,62885,3780
11556,47268,6092
11557,60360,3821
11558,80465,23024
11559,83096,7521
11560,53361,3274
11561,53361,23024
11562,62910,31863
11563,65335,22365
11564,50364,3894
11565,67807,37251
11566,60362,5273
11567,60362,d924f30e6cb3b252f36012f4ec3ff086
11568,69591,31863
11569,69591,37443
11570,53362,29821
11571,65337,a574825b5c7041af9a59d88fe846f317
11572,83117,10113
11573,50375,5584
11574,35162,2281
11575,42268,11709
11576,114357,26884
11577,37352,14684
11578,60363,6485
11579,50377,87200624840b597cf71135f97509e187
11580,47278,9444
11581,83118,37726
11582,42274,1151
11583,40267,4239
11584,86039,46535
11585,45013,7657
11586,83121,534
11587,47279,2617
11588,37407,21457
11589,42275,14239
11590,67810,37685
11591,53373,b30dace4b152c2747aa8736e44688ca4
11592,80512,445
11593,50384,f6e5dcc195cef6364554df455cf39e3d
11594,45039,2408
11595,83145,4989
11596,45041,2408
11597,80513,445
11598,35170,440
11599,40325,23097
11600,67811,31863
11601,67811,0ea1871f8dafc25ec4f0549be597ce6f
11602,53374,29830
11603,50387,b7cbe793cce139b488db6b4653c3fd8d
11604,47280,26803
11605,37412,15852
11606,37412,10557
11607,83146,24934
11608,60367,10809
11609,45050,13405
11610,35173,4412
11611,69596,31863
11612,69596,38605
11613,80520,43848
11614,40326,4217
11615,103313,231
11616,53379,152
11617,45085,2556
11618,80521,43848
11619,69600,37745
11620,35174,4412
11621,74200,40847
11622,67813,31863
11623,67813,35787
11624,47282,eefd42fbc12283c968ef13bb12e547c1
11625,37420,21463
11626,40327,9448
11627,45090,25576
11628,80524,43848
11629,35176,4412
11630,37423,16806
11631,86096,3f562327140bbda69debf173218a4d7a
11632,53385,5444
11633,45091,05604220637b717fcb4365ee1e5fe94e
11634,62946,33561
11635,47288,24880
11636,35179,4412
11637,45092,26a7039908c089fa97d4d6cda96af006
11638,80529,43851
11639,86099,40018
11640,40333,14992
11641,76017,41489
11642,37433,7821
11643,62949,31863
11644,69603,35981
11645,72865,20951
11646,35181,4412
11647,65351,35764
11648,40335,14671
11649,53390,6961
11650,67816,4c40153f82b308bf343e4ddc5f4636bf
11651,80535,43760
11652,62954,34453
11653,62954,36cc490c93b24347b72540037d37114b
11654,50408,2556
11655,47294,4878
11656,35185,4412
11657,45094,e858a12e191fc3f8e5bbb5a0bd10c5be
11658,92981,49586
11659,53392,2591c19736af20dd7cc6ffddadd04a34
11660,67817,36055
11661,62956,34456
11662,62956,34457
11663,35186,4412
11664,60386,e45c64f85099957f3a2a026febfc6ecb
11665,80559,43870
11666,40338,23104
11667,65353,24637
11668,42294,103e3bbf38e51c09b19df0cd68e551a6
11669,53398,9303
11670,53398,9302
11671,67818,14790
11672,35216,2157f6b28b6221143db9c5a301f8a7b8
11673,45109,16608
11674,50417,561
11675,74213,31072
11676,60408,771
11677,62960,34453
11678,65354,35767
11679,53399,1174
11680,47308,7216
11681,37459,5298
11682,45110,16608
11683,50418,21f2a8717ab7d4a8edcc2ae412ef695b
11684,60413,33236
11685,60414,33236
11686,42299,19313
11687,62962,31863
11688,65356,35769
11689,47325,4878
11690,47310,4878
11691,50426,1176
11692,47312,5690226df50ba9fb966c863ca19df524
11693,45120,bdef819a75a09933c16fa1d36015c110
11694,69611,d8ee9c31f9e8d94afbe0119a6a1a317f
11695,86105,31863
11696,86105,46579
11697,65358,31863
11698,65358,22291
11699,50428,f5a4d5c43f23fef8b5e51fba723df06f
11700,80589,6eef6a878841da82d2d09da88fc9b0bb
11701,40351,15018
11702,69612,31863
11703,69612,35724
11704,50758,28516
11705,42307,16981
11706,45122,25585
11707,83206,6440
11708,65360,2877
11709,86135,46543
11710,56411,310
11711,102797,310
11712,40357,660
11713,45128,25601
11714,50433,242
11715,35247,a0a1f421d7ab231db239e25999a56413
11716,67830,37321
11717,40360,775
11718,42310,429
11719,80593,5446
11720,45129,3274
11721,45129,baf37986b1e0ad08b6862224e11282d6
11722,50434,e82354ddbdc39729ce401b7ed12d7b47
11723,86138,40018
11724,56417,14815
11725,80594,329ddd8440c7e6ae78d3138948db8e5c
11726,40362,775
11727,62969,34363
11728,111910,6722
11729,35252,6723
11730,50458,3842
11731,50436,3faca96b5db0ae9bd298510942e677cf
11732,60428,33244
11733,53409,6409
11734,56418,28391
11735,80595,43882
11736,40363,a76c49d24432e87af2847b97c8bdf962
11737,42313,4313
11738,45133,056a289fdbb113eeda59ec187d67d7c0
11739,86164,46615
11740,50439,28374
11741,56423,29f1e33c015f4ab7477d51fcf9030129
11742,62970,34363
11743,35254,2303
11744,67835,eeefe7be3e204971ee533179e32166a1
11745,37483,3036
11746,61717,4191
11747,40365,4217
11748,96418,1034
11749,45134,de1bf24d1459b508c18a26dd42b6455c
11750,86166,31863
11751,86166,b5847fbd304d73cc3baec1cc56fd5942
11752,58253,30756
11753,70081,20442
11754,70081,31522f4b2063874c380603f3c6e34581
11755,47340,23008
11756,42314,24185
11757,44270,10240
11758,50440,28374
11759,40368,6758
11760,40369,6758
11761,80600,92a6fe538127a94ab8f7333ec8f07ed4
11762,37484,3274
